writer_id,genuine_count,forged_count,total
1661,12,16,28
1662,12,16,28
1663,12,16,28
1664,12,16,28
1665,12,16,28
1666,12,16,28
1667,12,16,28
1668,12,16,28
1669,12,16,28
1670,12,16,28
1671,12,16,28
1672,12,16,28
1673,12,16,28
1674,12,16,28
1675,12,16,28
1676,12,16,28
1677,12,16,28
1678,12,16,28
1679,12,16,28
1680,12,16,28
1681,12,16,28
1682,12,16,28
1683,12,16,28
1684,12,16,28
1685,12,16,28
1686,12,16,28
1687,12,16,28
1688,12,16,28
1689,12,16,28
1690,12,16,28
1691,12,16,28
1692,12,16,28
1693,12,16,28
1694,12,16,28
1695,12,16,28
1696,12,16,28
1697,12,16,28
1698,12,16,28
1699,12,16,28
1700,12,16,28
1701,12,16,28
1702,12,16,28
1703,12,16,28
1704,12,16,28
1705,12,16,28
1706,12,16,28
1707,12,16,28
1708,12,16,28
1709,12,16,28
1710,12,16,28
1711,12,16,28
1712,12,16,28
1713,12,16,28
1714,12,16,28
1715,12,16,28
1716,12,16,28
1717,12,16,28
1718,12,16,28
1719,12,16,28
1720,12,16,28
1721,12,16,28
1722,12,16,28
1723,12,16,28
1724,12,16,28
1725,12,16,28
1726,12,16,28
1727,12,16,28
1728,12,16,28
1729,12,16,28
1730,12,16,28
1731,12,16,28
1732,12,16,28
1733,12,16,28
1734,12,16,28
1735,12,16,28
1736,12,16,28
1737,12,16,28
1738,12,16,28
1739,12,16,28
1740,12,16,28
1741,12,16,28
1742,12,16,28
1743,12,16,28
1744,12,16,28
1745,12,16,28
1746,12,16,28
1747,12,16,28
1748,12,16,28
1749,12,16,28
1750,12,16,28
1751,12,16,28
1752,12,16,28
1753,12,16,28
1754,12,16,28
1755,12,16,28
1756,12,16,28
1757,12,16,28
1758,12,16,28
1759,12,16,28
1760,12,16,28
1761,12,16,28
1762,12,16,28
1763,12,16,28
1764,12,16,28
1765,12,16,28
1766,12,16,28
1767,12,16,28
1768,12,16,28
1769,12,16,28
1770,12,16,28
1771,12,16,28
1772,12,16,28
1773,12,16,28
1774,12,16,28
1775,12,16,28
1776,12,16,28
1777,12,16,28
1778,12,16,28
1779,12,16,28
1780,12,16,28
1781,12,16,28
1782,12,16,28
1783,12,16,28
1784,12,16,28
1785,12,16,28
1786,12,16,28
1787,12,16,28
1788,12,16,28
1789,12,16,28
1790,12,16,28
1791,12,16,28
1792,12,16,28
1793,12,16,28
1794,12,16,28
1795,12,16,28
1796,12,16,28
1797,12,16,28
1798,12,16,28
1799,12,16,28
1800,12,16,28
1801,12,16,28
1802,12,16,28
1803,12,16,28
1804,12,16,28
1805,12,16,28
1806,12,16,28
1807,12,16,28
1808,12,16,28
1809,12,16,28
1810,12,16,28
1811,12,16,28
1812,12,16,28
1813,12,16,28
1814,12,16,28
1815,12,16,28
1816,12,16,28
1817,12,16,28
1818,12,16,28
1819,12,16,28
1820,12,16,28
1821,12,16,28
1822,12,16,28
1823,12,16,28
1824,12,16,28
1825,12,16,28
1826,12,16,28
1827,12,16,28
1828,12,16,28
1829,12,16,28
1830,12,16,28
1831,12,16,28
1832,12,16,28
1833,12,16,28
1834,12,16,28
1835,12,16,28
1836,12,16,28
1837,12,16,28
1838,12,16,28
1839,12,16,28
1840,12,16,28
1841,12,16,28
1842,12,16,28
1843,12,16,28
1844,12,16,28
1845,12,16,28
1846,12,16,28
1847,12,16,28
1848,12,16,28
1849,12,16,28
1850,12,16,28
1851,12,16,28
1852,12,16,28
1853,12,16,28
1854,12,16,28
1855,12,16,28
1856,12,16,28
1857,12,16,28
1858,12,16,28
1859,12,16,28
1860,12,16,28
1861,12,16,28
1862,12,16,28
1863,12,16,28
1864,12,16,28
1865,12,16,28
1866,12,16,28
1867,12,16,28
1868,12,16,28
1869,12,16,28
1870,12,16,28
1871,12,16,28
1872,12,16,28
1873,12,16,28
1874,12,16,28
1875,12,16,28
1876,12,16,28
1877,12,16,28
1878,12,16,28
1879,12,16,28
1880,12,16,28
1881,12,16,28
1882,12,16,28
1883,12,16,28
1884,12,16,28
1885,12,16,28
1886,12,16,28
1887,12,16,28
1888,12,16,28
1889,12,16,28
1890,12,16,28
1891,12,16,28
1892,12,16,28
1893,12,16,28
1894,12,16,28
1895,12,16,28
1896,12,16,28
1897,12,16,28
1898,12,16,28
1899,12,16,28
1900,12,16,28
1901,12,16,28
1902,12,16,28
1903,12,16,28
1904,12,16,28
1905,12,16,28
1906,12,16,28
1907,12,16,28
1908,12,16,28
1909,12,16,28
1910,12,16,28
1911,12,16,28
1912,12,16,28
1913,12,16,28
1914,12,16,28
1915,12,16,28
1916,12,16,28
1917,12,16,28
1918,12,16,28
1919,12,16,28
1920,12,16,28
1921,12,16,28
1922,12,16,28
1923,12,16,28
1924,12,16,28
1925,12,16,28
1926,12,16,28
1927,12,16,28
1928,12,16,28
1929,12,16,28
1930,12,16,28
1931,12,16,28
1932,12,16,28
1933,12,16,28
1934,12,16,28
1935,12,16,28
1936,12,16,28
1937,12,16,28
1938,12,16,28
1939,12,16,28
1940,12,16,28
1941,12,16,28
1942,12,16,28
1943,12,16,28
1944,12,16,28
1945,12,16,28
1946,12,16,28
1947,12,16,28
1948,12,16,28
1949,12,16,28
1950,12,16,28
1951,12,16,28
1952,12,16,28
1953,12,16,28
1954,12,16,28
1955,12,16,28
1956,12,16,28
1957,12,16,28
1958,12,16,28
1959,12,16,28
1960,12,16,28
1961,12,16,28
1962,12,16,28
1963,12,16,28
1964,12,16,28
1965,12,16,28
1966,12,16,28
1967,12,16,28
1968,12,16,28
1969,12,16,28
1970,12,16,28
1971,12,16,28
1972,12,16,28
1973,12,16,28
1974,12,16,28
1975,12,16,28
1976,12,16,28
1977,12,16,28
1978,12,16,28
1979,12,16,28
1980,12,16,28
1981,12,16,28
1982,12,16,28
1983,12,16,28
1984,12,16,28
1985,12,16,28
1986,12,16,28
1987,12,16,28
1988,12,16,28
1989,12,16,28
1990,12,16,28
1991,12,16,28
1992,12,16,28
1993,12,16,28
1994,12,16,28
1995,12,16,28
1996,12,16,28
1997,12,16,28
1998,12,16,28
1999,12,16,28
2000,12,16,28
2001,12,16,28
2002,12,16,28
2003,12,16,28
2004,12,16,28
2005,12,16,28
2006,12,16,28
2007,12,16,28
2008,12,16,28
2009,12,16,28
2010,12,16,28
2011,12,16,28
2012,12,16,28
2013,12,16,28
2014,12,16,28
2015,12,16,28
2016,12,16,28
2017,12,16,28
2018,12,16,28
2019,12,16,28
2020,12,16,28
2021,12,16,28
2022,12,16,28
2023,12,16,28
2024,12,16,28
2025,12,16,28
2026,12,16,28
2027,12,16,28
2028,12,16,28
2029,12,16,28
2030,12,16,28
2031,12,16,28
2032,12,16,28
2033,12,16,28
2034,12,16,28
2035,12,16,28
2036,12,16,28
2037,12,16,28
2038,12,16,28
2039,12,16,28
2040,12,16,28
2041,12,16,28
2042,12,16,28
2043,12,16,28
2044,12,16,28
2045,12,16,28
2046,12,16,28
2047,12,16,28
2048,12,16,28
2049,12,16,28
2050,12,16,28
2051,12,16,28
2052,12,16,28
2053,12,16,28
2054,12,16,28
2055,12,16,28
2056,12,16,28
2057,12,16,28
2058,12,16,28
2059,12,16,28
2060,12,16,28
2061,12,16,28
2062,12,16,28
2063,12,16,28
2064,12,16,28
2065,12,16,28
2066,12,16,28
2067,12,16,28
2068,12,16,28
2069,12,16,28
2070,12,16,28
2071,12,16,28
2072,12,16,28
2073,12,16,28
2074,12,16,28
2075,12,16,28
2076,12,16,28
2077,12,16,28
2078,12,16,28
2079,12,16,28
2080,12,16,28
2081,12,16,28
2082,12,16,28
2083,12,16,28
2084,12,16,28
2085,12,16,28
2086,12,16,28
2087,12,16,28
2088,12,16,28
2089,12,16,28
2090,12,16,28
2091,12,16,28
2092,12,16,28
2093,12,16,28
2094,12,16,28
2095,12,16,28
2096,12,16,28
2097,12,16,28
2098,12,16,28
2099,12,16,28
2100,12,16,28
2101,12,16,28
2102,12,16,28
2103,12,16,28
2104,12,16,28
2105,12,16,28
2106,12,16,28
2107,12,16,28
2108,12,16,28
2109,12,16,28
2110,12,16,28
2111,12,16,28
2112,12,16,28
2113,12,16,28
2114,12,16,28
2115,12,16,28
2116,12,16,28
2117,12,16,28
2118,12,16,28
2119,12,16,28
2120,12,16,28
2121,12,16,28
2122,12,16,28
2123,12,16,28
2124,12,16,28
2125,12,16,28
2126,12,16,28
2127,12,16,28
2128,12,16,28
2129,12,16,28
2130,12,16,28
2131,12,16,28
2132,12,16,28
2133,12,16,28
2134,12,16,28
2135,12,16,28
2136,12,16,28
2137,12,16,28
2138,12,16,28
2139,12,16,28
2140,12,16,28
2141,12,16,28
2142,12,16,28
2143,12,16,28
2144,12,16,28
2145,12,16,28
2146,12,16,28
2147,12,16,28
2148,12,16,28
2149,12,16,28
2150,12,16,28
2151,12,16,28
2152,12,16,28
2153,12,16,28
2154,12,16,28
2155,12,16,28
2156,12,16,28
2157,12,16,28
2158,12,16,28
2159,12,16,28
2160,12,16,28
2161,12,16,28
2162,12,16,28
2163,12,16,28
2164,12,16,28
2165,12,16,28
2166,12,16,28
2167,12,16,28
2168,12,16,28
2169,12,16,28
2170,12,16,28
2171,12,16,28
2172,12,16,28
2173,12,16,28
2174,12,16,28
2175,12,16,28
2176,12,16,28
2177,12,16,28
2178,12,16,28
2179,12,16,28
2180,12,16,28
2181,12,16,28
2182,12,16,28
2183,12,16,28
2184,12,16,28
2185,12,16,28
2186,12,16,28
2187,12,16,28
2188,12,16,28
2189,12,16,28
2190,12,16,28
2191,12,16,28
2192,12,16,28
2193,12,16,28
2194,12,16,28
2195,12,16,28
2196,12,16,28
2197,12,16,28
2198,12,16,28
2199,12,16,28
2200,12,16,28
2201,12,16,28
2202,12,16,28
2203,12,16,28
2204,12,16,28
2205,12,16,28
2206,12,16,28
2207,12,16,28
2208,12,16,28
2209,12,16,28
2210,12,16,28
2211,12,16,28
2212,12,16,28
2213,12,16,28
2214,12,16,28
2215,12,16,28
2216,12,16,28
2217,12,16,28
2218,12,16,28
2219,12,16,28
2220,12,16,28
2221,12,16,28
2222,12,16,28
2223,12,16,28
2224,12,16,28
2225,12,16,28
2226,12,16,28
2227,12,16,28
2228,12,16,28
2229,12,16,28
2230,12,16,28
2231,12,16,28
2232,12,16,28
2233,12,16,28
2234,12,16,28
2235,12,16,28
2236,12,16,28
2237,12,16,28
2238,12,16,28
2239,12,16,28
2240,12,16,28
2241,12,16,28
2242,12,16,28
2243,12,16,28
2244,12,16,28
2245,12,16,28
2246,12,16,28
2247,12,16,28
2248,12,16,28
2249,12,16,28
2250,12,16,28
2251,12,16,28
2252,12,16,28
2253,12,16,28
2254,12,16,28
2255,12,16,28
2256,12,16,28
2257,12,16,28
2258,12,16,28
2259,12,16,28
2260,12,16,28
2261,12,16,28
2262,12,16,28
2263,12,16,28
2264,12,16,28
2265,12,16,28
2266,12,16,28
2267,12,16,28
2268,12,16,28
2269,12,16,28
2270,12,16,28
2271,12,16,28
2272,12,16,28
2273,12,16,28
2274,12,16,28
2275,12,16,28
2276,12,16,28
2277,12,16,28
2278,12,16,28
2279,12,16,28
2280,12,16,28
2281,12,16,28
2282,12,16,28
2283,12,16,28
2284,12,16,28
2285,12,16,28
2286,12,16,28
2287,12,16,28
2288,12,16,28
2289,12,16,28
2290,12,16,28
2291,12,16,28
2292,12,16,28
2293,12,16,28
2294,12,16,28
2295,12,16,28
2296,12,16,28
2297,12,16,28
2298,12,16,28
2299,12,16,28
2300,12,16,28
2301,12,16,28
2302,12,16,28
2303,12,16,28
2304,12,16,28
2305,12,16,28
2306,12,16,28
2307,12,16,28
2308,12,16,28
2309,12,16,28
2310,12,16,28
2311,12,16,28
2312,12,16,28
2313,12,16,28
2314,12,16,28
2315,12,16,28
2316,12,16,28
2317,12,16,28
2318,12,16,28
2319,12,16,28
2320,12,16,28
2321,12,16,28
2322,12,16,28
2323,12,16,28
2324,12,16,28
2325,12,16,28
2326,12,16,28
2327,12,16,28
2328,12,16,28
2329,12,16,28
2330,12,16,28
2331,12,16,28
2332,12,16,28
2333,12,16,28
2334,12,16,28
2335,12,16,28
2336,12,16,28
2337,12,16,28
2338,12,16,28
2339,12,16,28
2340,12,16,28
2341,12,16,28
2342,12,16,28
2343,12,16,28
2344,12,16,28
2345,12,16,28
2346,12,16,28
2347,12,16,28
2348,12,16,28
2349,12,16,28
2350,12,16,28
2351,12,16,28
2352,12,16,28
2353,12,16,28
2354,12,16,28
2355,12,16,28
2356,12,16,28
2357,12,16,28
2358,12,16,28
2359,12,16,28
2360,12,16,28
2361,12,16,28
2362,12,16,28
2363,12,16,28
2364,12,16,28
2365,12,16,28
2366,12,16,28
2367,12,16,28
2368,12,16,28
2369,12,16,28
2370,12,16,28
2371,12,16,28
2372,12,16,28
2373,12,16,28
2374,12,16,28
2375,12,16,28
2376,12,16,28
2377,12,16,28
2378,12,16,28
2379,12,16,28
2380,12,16,28
2381,12,16,28
2382,12,16,28
2383,12,16,28
2384,12,16,28
2385,12,16,28
2386,12,16,28
2387,12,16,28
2388,12,16,28
2389,12,16,28
2390,12,16,28
2391,12,16,28
2392,12,16,28
2393,12,16,28
2394,12,16,28
2395,12,16,28
2396,12,16,28
2397,12,16,28
2398,12,16,28
2399,12,16,28
2400,12,16,28
2401,12,16,28
2402,12,16,28
2403,12,16,28
2404,12,16,28
2405,12,16,28
2406,12,16,28
2407,12,16,28
2408,12,16,28
2409,12,16,28
2410,12,16,28
2411,12,16,28
2412,12,16,28
2413,12,16,28
2414,12,16,28
2415,12,16,28
2416,12,16,28
2417,12,16,28
2418,12,16,28
2419,12,16,28
2420,12,16,28
2421,12,16,28
2422,12,16,28
2423,12,16,28
2424,12,16,28
2425,12,16,28
2426,12,16,28
2427,12,16,28
2428,12,16,28
2429,12,16,28
2430,12,16,28
2431,12,16,28
2432,12,16,28
2433,12,16,28
2434,12,16,28
2435,12,16,28
2436,12,16,28
2437,12,16,28
2438,12,16,28
2439,12,16,28
2440,12,16,28
2441,12,16,28
2442,12,16,28
2443,12,16,28
2444,12,16,28
2445,12,16,28
2446,12,16,28
2447,12,16,28
2448,12,16,28
2449,12,16,28
2450,12,16,28
2451,12,16,28
2452,12,16,28
2453,12,16,28
2454,12,16,28
2455,12,16,28
2456,12,16,28
2457,12,16,28
2458,12,16,28
2459,12,16,28
2460,12,16,28
2461,12,16,28
2462,12,16,28
2463,12,16,28
2464,12,16,28
2465,12,16,28
2466,12,16,28
2467,12,16,28
2468,12,16,28
2469,12,16,28
2470,12,16,28
2471,12,16,28
2472,12,16,28
2473,12,16,28
2474,12,16,28
2475,12,16,28
2476,12,16,28
2477,12,16,28
2478,12,16,28
2479,12,16,28
2480,12,16,28
2481,12,16,28
2482,12,16,28
2483,12,16,28
2484,12,16,28
2485,12,16,28
2486,12,16,28
2487,12,16,28
2488,12,16,28
2489,12,16,28
2490,12,16,28
2491,12,16,28
2492,12,16,28
2493,12,16,28
2494,12,16,28
2495,12,16,28
2496,12,16,28
2497,12,16,28
2498,12,16,28
2499,12,16,28
2500,12,16,28
2501,12,16,28
2502,12,16,28
2503,12,16,28
2504,12,16,28
2505,12,16,28
2506,12,16,28
2507,12,16,28
2508,12,16,28
2509,12,16,28
2510,12,16,28
2511,12,16,28
2512,12,16,28
2513,12,16,28
2514,12,16,28
2515,12,16,28
2516,12,16,28
2517,12,16,28
2518,12,16,28
2519,12,16,28
2520,12,16,28
2521,12,16,28
2522,12,16,28
2523,12,16,28
2524,12,16,28
2525,12,16,28
2526,12,16,28
2527,12,16,28
2528,12,16,28
2529,12,16,28
2530,12,16,28
2531,12,16,28
2532,12,16,28
2533,12,16,28
2534,12,16,28
2535,12,16,28
2536,12,16,28
2537,12,16,28
2538,12,16,28
2539,12,16,28
2540,12,16,28
2541,12,16,28
2542,12,16,28
2543,12,16,28
2544,12,16,28
2545,12,16,28
2546,12,16,28
2547,12,16,28
2548,12,16,28
2549,12,16,28
2550,12,16,28
2551,12,16,28
2552,12,16,28
2553,12,16,28
2554,12,16,28
2555,12,16,28
2556,12,16,28
2557,12,16,28
2558,12,16,28
2559,12,16,28
2560,12,16,28
2561,12,16,28
2562,12,16,28
2563,12,16,28
2564,12,16,28
2565,12,16,28
2566,12,16,28
2567,12,16,28
2568,12,16,28
2569,12,16,28
2570,12,16,28
2571,12,16,28
2572,12,16,28
2573,12,16,28
2574,12,16,28
2575,12,16,28
2576,12,16,28
2577,12,16,28
2578,12,16,28
2579,12,16,28
2580,12,16,28
2581,12,16,28
2582,12,16,28
2583,12,16,28
2584,12,16,28
2585,12,16,28
2586,12,16,28
2587,12,16,28
2588,12,16,28
2589,12,16,28
2590,12,16,28
2591,12,16,28
2592,12,16,28
2593,12,16,28
2594,12,16,28
2595,12,16,28
2596,12,16,28
2597,12,16,28
2598,12,16,28
2599,12,16,28
2600,12,16,28
2601,12,16,28
2602,12,16,28
2603,12,16,28
2604,12,16,28
2605,12,16,28
2606,12,16,28
2607,12,16,28
2608,12,16,28
2609,12,16,28
2610,12,16,28
2611,12,16,28
2612,12,16,28
2613,12,16,28
2614,12,16,28
2615,12,16,28
2616,12,16,28
2617,12,16,28
2618,12,16,28
2619,12,16,28
2620,12,16,28
2621,12,16,28
2622,12,16,28
2623,12,16,28
2624,12,16,28
2625,12,16,28
2626,12,16,28
2627,12,16,28
2628,12,16,28
2629,12,16,28
2630,12,16,28
2631,12,16,28
2632,12,16,28
2633,12,16,28
2634,12,16,28
2635,12,16,28
2636,12,16,28
2637,12,16,28
2638,12,16,28
2639,12,16,28
2640,12,16,28
2641,12,16,28
2642,12,16,28
2643,12,16,28
2644,12,16,28
2645,12,16,28
2646,12,16,28
2647,12,16,28
2648,12,16,28
2649,12,16,28
2650,12,16,28
2651,12,16,28
2652,12,16,28
2653,12,16,28
2654,12,16,28
2655,12,16,28
2656,12,16,28
2657,12,16,28
2658,12,16,28
2659,12,16,28
2660,12,16,28
2661,12,16,28
2662,12,16,28
2663,12,16,28
2664,12,16,28
2665,12,16,28
2666,12,16,28
2667,12,16,28
2668,12,16,28
2669,12,16,28
2670,12,16,28
2671,12,16,28
2672,12,16,28
2673,12,16,28
2674,12,16,28
2675,12,16,28
2676,12,16,28
2677,12,16,28
2678,12,16,28
2679,12,16,28
2680,12,16,28
2681,12,16,28
2682,12,16,28
2683,12,16,28
2684,12,16,28
2685,12,16,28
2686,12,16,28
2687,12,16,28
2688,12,16,28
2689,12,16,28
2690,12,16,28
2691,12,16,28
2692,12,16,28
2693,12,16,28
2694,12,16,28
2695,12,16,28
2696,12,16,28
2697,12,16,28
2698,12,16,28
2699,12,16,28
2700,12,16,28
2701,12,16,28
2702,12,16,28
2703,12,16,28
2704,12,16,28
2705,12,16,28
2706,12,16,28
2707,12,16,28
2708,12,16,28
2709,12,16,28
2710,12,16,28
2711,12,16,28
2712,12,16,28
2713,12,16,28
2714,12,16,28
2715,12,16,28
2716,12,16,28
2717,12,16,28
2718,12,16,28
2719,12,16,28
2720,12,16,28
2721,12,16,28
2722,12,16,28
2723,12,16,28
2724,12,16,28
2725,12,16,28
2726,12,16,28
2727,12,16,28
2728,12,16,28
2729,12,16,28
2730,12,16,28
2731,12,16,28
2732,12,16,28
2733,12,16,28
2734,12,16,28
2735,12,16,28
2736,12,16,28
2737,12,16,28
2738,12,16,28
2739,12,16,28
2740,12,16,28
2741,12,16,28
2742,12,16,28
2743,12,16,28
2744,12,16,28
2745,12,16,28
2746,12,16,28
2747,12,16,28
2748,12,16,28
2749,12,16,28
2750,12,16,28
2751,12,16,28
2752,12,16,28
2753,12,16,28
2754,12,16,28
2755,12,16,28
2756,12,16,28
2757,12,16,28
2758,12,16,28
2759,12,16,28
2760,12,16,28
2761,12,16,28
2762,12,16,28
2763,12,16,28
2764,12,16,28
2765,12,16,28
2766,12,16,28
2767,12,16,28
2768,12,16,28
2769,12,16,28
2770,12,16,28
2771,12,16,28
2772,12,16,28
2773,12,16,28
2774,12,16,28
2775,12,16,28
2776,12,16,28
2777,12,16,28
2778,12,16,28
2779,12,16,28
2780,12,16,28
2781,12,16,28
2782,12,16,28
2783,12,16,28
2784,12,16,28
2785,12,16,28
2786,12,16,28
2787,12,16,28
2788,12,16,28
2789,12,16,28
2790,12,16,28
2791,12,16,28
2792,12,16,28
2793,12,16,28
2794,12,16,28
2795,12,16,28
2796,12,16,28
2797,12,16,28
2798,12,16,28
2799,12,16,28
2800,12,16,28
2801,12,16,28
2802,12,16,28
2803,12,16,28
2804,12,16,28
2805,12,16,28
2806,12,16,28
2807,12,16,28
2808,12,16,28
2809,12,16,28
2810,12,16,28
2811,12,16,28
2812,12,16,28
2813,12,16,28
2814,12,16,28
2815,12,16,28
2816,12,16,28
2817,12,16,28
2818,12,16,28
2819,12,16,28
2820,12,16,28
2821,12,16,28
2822,12,16,28
2823,12,16,28
2824,12,16,28
2825,12,16,28
2826,12,16,28
2827,12,16,28
2828,12,16,28
2829,12,16,28
2830,12,16,28
2831,12,16,28
2832,12,16,28
2833,12,16,28
2834,12,16,28
2835,12,16,28
2836,12,16,28
2837,12,16,28
2838,12,16,28
2839,12,16,28
2840,12,16,28
2841,12,16,28
2842,12,16,28
2843,12,16,28
2844,12,16,28
2845,12,16,28
2846,12,16,28
2847,12,16,28
2848,12,16,28
2849,12,16,28
2850,12,16,28
2851,12,16,28
2852,12,16,28
2853,12,16,28
2854,12,16,28
2855,12,16,28
2856,12,16,28
2857,12,16,28
2858,12,16,28
2859,12,16,28
2860,12,16,28
2861,12,16,28
2862,12,16,28
2863,12,16,28
2864,12,16,28
2865,12,16,28
2866,12,16,28
2867,12,16,28
2868,12,16,28
2869,12,16,28
2870,12,16,28
2871,12,16,28
2872,12,16,28
2873,12,16,28
2874,12,16,28
2875,12,16,28
2876,12,16,28
2877,12,16,28
2878,12,16,28
2879,12,16,28
2880,12,16,28
2881,12,16,28
2882,12,16,28
2883,12,16,28
2884,12,16,28
2885,12,16,28
2886,12,16,28
2887,12,16,28
2888,12,16,28
2889,12,16,28
2890,12,16,28
2891,12,16,28
2892,12,16,28
2893,12,16,28
2894,12,16,28
2895,12,16,28
2896,12,16,28
2897,12,16,28
2898,12,16,28
2899,12,16,28
2900,12,16,28
2901,12,16,28
2902,12,16,28
2903,12,16,28
2904,12,16,28
2905,12,16,28
2906,12,16,28
2907,12,16,28
2908,12,16,28
2909,12,16,28
2910,12,16,28
2911,12,16,28
2912,12,16,28
2913,12,16,28
2914,12,16,28
2915,12,16,28
2916,12,16,28
2917,12,16,28
2918,12,16,28
2919,12,16,28
2920,12,16,28
2921,12,16,28
2922,12,16,28
2923,12,16,28
2924,12,16,28
2925,12,16,28
2926,12,16,28
2927,12,16,28
2928,12,16,28
2929,12,16,28
2930,12,16,28
2931,12,16,28
2932,12,16,28
2933,12,16,28
2934,12,16,28
2935,12,16,28
2936,12,16,28
2937,12,16,28
2938,12,16,28
2939,12,16,28
2940,12,16,28
2941,12,16,28
2942,12,16,28
2943,12,16,28
2944,12,16,28
2945,12,16,28
2946,12,16,28
2947,12,16,28
2948,12,16,28
2949,12,16,28
2950,12,16,28
2951,12,16,28
2952,12,16,28
2953,12,16,28
2954,12,16,28
2955,12,16,28
2956,12,16,28
2957,12,16,28
2958,12,16,28
2959,12,16,28
2960,12,16,28
2961,12,16,28
2962,12,16,28
2963,12,16,28
2964,12,16,28
2965,12,16,28
2966,12,16,28
2967,12,16,28
2968,12,16,28
2969,12,16,28
2970,12,16,28
2971,12,16,28
2972,12,16,28
2973,12,16,28
2974,12,16,28
2975,12,16,28
2976,12,16,28
2977,12,16,28
2978,12,16,28
2979,12,16,28
2980,12,16,28
2981,12,16,28
2982,12,16,28
2983,12,16,28
2984,12,16,28
2985,12,16,28
2986,12,16,28
2987,12,16,28
2988,12,16,28
2989,12,16,28
2990,12,16,28
2991,12,16,28
2992,12,16,28
2993,12,16,28
2994,12,16,28
2995,12,16,28
2996,12,16,28
2997,12,16,28
2998,12,16,28
2999,12,16,28
3000,12,16,28
3001,12,16,28
3002,12,16,28
3003,12,16,28
3004,12,16,28
3005,12,16,28
3006,12,16,28
3007,12,16,28
3008,12,16,28
3009,12,16,28
3010,12,16,28
3011,12,16,28
3012,12,16,28
3013,12,16,28
3014,12,16,28
3015,12,16,28
3016,12,16,28
3017,12,16,28
3018,12,16,28
3019,12,16,28
3020,12,16,28
3021,12,16,28
3022,12,16,28
3023,12,16,28
3024,12,16,28
3025,12,16,28
3026,12,16,28
3027,12,16,28
3028,12,16,28
3029,12,16,28
3030,12,16,28
3031,12,16,28
3032,12,16,28
3033,12,16,28
3034,12,16,28
3035,12,16,28
3036,12,16,28
3037,12,16,28
3038,12,16,28
3039,12,16,28
3040,12,16,28
3041,12,16,28
3042,12,16,28
3043,12,16,28
3044,12,16,28
3045,12,16,28
3046,12,16,28
3047,12,16,28
3048,12,16,28
3049,12,16,28
3050,12,16,28
3051,12,16,28
3052,12,16,28
3053,12,16,28
3054,12,16,28
3055,12,16,28
3056,12,16,28
3057,12,16,28
3058,12,16,28
3059,12,16,28
3060,12,16,28
3061,12,16,28
3062,12,16,28
3063,12,16,28
3064,12,16,28
3065,12,16,28
3066,12,16,28
3067,12,16,28
3068,12,16,28
3069,12,16,28
3070,12,16,28
3071,12,16,28
3072,12,16,28
3073,12,16,28
3074,12,16,28
3075,12,16,28
3076,12,16,28
3077,12,16,28
3078,12,16,28
3079,12,16,28
3080,12,16,28
3081,12,16,28
3082,12,16,28
3083,12,16,28
3084,12,16,28
3085,12,16,28
3086,12,16,28
3087,12,16,28
3088,12,16,28
3089,12,16,28
3090,12,16,28
3091,12,16,28
3092,12,16,28
3093,12,16,28
3094,12,16,28
3095,12,16,28
3096,12,16,28
3097,12,16,28
3098,12,16,28
3099,12,16,28
3100,12,16,28
3101,12,16,28
3102,12,16,28
3103,12,16,28
3104,12,16,28
3105,12,16,28
3106,12,16,28
3107,12,16,28
3108,12,16,28
3109,12,16,28
3110,12,16,28
3111,12,16,28
3112,12,16,28
3113,12,16,28
3114,12,16,28
3115,12,16,28
3116,12,16,28
3117,12,16,28
3118,12,16,28
3119,12,16,28
3120,12,16,28
3121,12,16,28
3122,12,16,28
3123,12,16,28
3124,12,16,28
3125,12,16,28
3126,12,16,28
3127,12,16,28
3128,12,16,28
3129,12,16,28
3130,12,16,28
3131,12,16,28
3132,12,16,28
3133,12,16,28
3134,12,16,28
3135,12,16,28
3136,12,16,28
3137,12,16,28
3138,12,16,28
3139,12,16,28
3140,12,16,28
3141,12,16,28
3142,12,16,28
3143,12,16,28
3144,12,16,28
3145,12,16,28
3146,12,16,28
3147,12,16,28
3148,12,16,28
3149,12,16,28
3150,12,16,28
3151,12,16,28
3152,12,16,28
3153,12,16,28
3154,12,16,28
3155,12,16,28
3156,12,16,28
3157,12,16,28
3158,12,16,28
3159,12,16,28
3160,12,16,28
3161,12,16,28
3162,12,16,28
3163,12,16,28
3164,12,16,28
3165,12,16,28
3166,12,16,28
3167,12,16,28
3168,12,16,28
3169,12,16,28
3170,12,16,28
3171,12,16,28
3172,12,16,28
3173,12,16,28
3174,12,16,28
3175,12,16,28
3176,12,16,28
3177,12,16,28
3178,12,16,28
3179,12,16,28
3180,12,16,28
3181,12,16,28
3182,12,16,28
3183,12,16,28
3184,12,16,28
3185,12,16,28
3186,12,16,28
3187,12,16,28
3188,12,16,28
3189,12,16,28
3190,12,16,28
3191,12,16,28
3192,12,16,28
3193,12,16,28
3194,12,16,28
3195,12,16,28
3196,12,16,28
3197,12,16,28
3198,12,16,28
3199,12,16,28
3200,12,16,28
3201,12,16,28
3202,12,16,28
3203,12,16,28
3204,12,16,28
3205,12,16,28
3206,12,16,28
3207,12,16,28
3208,12,16,28
3209,12,16,28
3210,12,16,28
3211,12,16,28
3212,12,16,28
3213,12,16,28
